student_id,school,school_setting,school_type,classroom,teaching_method,n_student,gender,lunch,pretest
2OI79,DNQDD,Suburban,Public,PW5,Experimental,20.0,Female,Qualifies for reduced/free lunch,39.0
CT443,GJJHK,Suburban,Public,HCB,Standard,22.0,Female,Qualifies for reduced/free lunch,48.0
OQIGJ,KZKKE,Rural,Public,2BR,Standard,20.0,Female,Qualifies for reduced/free lunch,50.0
1VF7G,QOQTS,Urban,Public,3XJ,Standard,24.0,Female,Does not qualify,52.0
NANUJ,VVTVA,Urban,Public,TB5,Standard,25.0,Female,Qualifies for reduced/free lunch,38.0
T0NB9,UUUQX,Suburban,Non-public,AE1,Experimental,17.0,Male,Does not qualify,67.0
EQDEK,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,45.0
RMUPP,UUUQX,Suburban,Non-public,H7S,Experimental,16.0,Female,Does not qualify,72.0
1FA55,CIMBB,Urban,Non-public,HUJ,Experimental,17.0,Male,Does not qualify,64.0
GBC87,IDGFP,Urban,Non-public,98D,Experimental,21.0,Female,Does not qualify,78.0
0VTPD,VKWQH,Rural,Public,DFQ,Experimental,19.0,Female,Does not qualify,61.0
QFYO5,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,27.0
NQWI4,KZKKE,Rural,Public,O6A,Standard,22.0,Female,Qualifies for reduced/free lunch,50.0
ZUFG3,QOQTS,Urban,Public,3XJ,Standard,24.0,Female,Does not qualify,46.0
DG5U0,CIMBB,Urban,Non-public,EID,Standard,21.0,Female,Does not qualify,64.0
UQYQ1,VKWQH,Rural,Public,D33,Standard,21.0,Female,Does not qualify,65.0
10A05,GOOBU,Urban,Public,W8A,Experimental,26.0,Female,Qualifies for reduced/free lunch,35.0
ZAUS9,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,51.0
ZFT9J,DNQDD,Suburban,Public,ROP,Experimental,28.0,Male,Qualifies for reduced/free lunch,56.0
L5MKI,QOQTS,Urban,Public,RK7,Standard,22.0,Female,Does not qualify,50.0
U6C5U,CIMBB,Urban,Non-public,PC6,Standard,17.0,Female,Does not qualify,71.0
K2N0T,GOKXL,Rural,Public,ENO,Experimental,22.0,Female,Qualifies for reduced/free lunch,59.0
HVQDV,VKWQH,Rural,Public,IEM,Experimental,22.0,Male,Qualifies for reduced/free lunch,41.0
4RJ6D,GJJHK,Suburban,Public,NOR,Experimental,27.0,Male,Qualifies for reduced/free lunch,59.0
A8F0T,VHDHF,Rural,Non-public,J6X,Standard,16.0,Male,Qualifies for reduced/free lunch,47.0
RD5O5,OJOBU,Rural,Public,FS3,Standard,19.0,Male,Does not qualify,61.0
34LDX,DNQDD,Suburban,Public,ROP,Experimental,28.0,Male,Qualifies for reduced/free lunch,58.0
YT5M3,GOKXL,Rural,Public,VA6,Standard,19.0,Male,Qualifies for reduced/free lunch,45.0
MR2T1,DNQDD,Suburban,Public,ROP,Experimental,28.0,Male,Does not qualify,61.0
7NE6P,UAGPU,Suburban,Public,NWZ,Standard,21.0,Female,Does not qualify,63.0
MABFE,IDGFP,Urban,Non-public,G2L,Standard,17.0,Female,Does not qualify,75.0
BPVY4,GOKXL,Rural,Public,VA6,Standard,19.0,Female,Qualifies for reduced/free lunch,44.0
95R1X,UUUQX,Suburban,Non-public,6C1,Standard,16.0,Male,Does not qualify,60.0
L8312,GJJHK,Suburban,Public,ZDT,Standard,27.0,Female,Qualifies for reduced/free lunch,54.0
ZLJJG,GOOBU,Urban,Public,18K,Standard,31.0,Female,Qualifies for reduced/free lunch,42.0
1OFX7,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Female,Does not qualify,66.0
792N5,CIMBB,Urban,Non-public,HUJ,Experimental,17.0,Female,Does not qualify,66.0
VYVEK,UKPGS,Suburban,Public,9AW,Standard,25.0,Female,Does not qualify,84.0
4SQKQ,OJOBU,Rural,Public,FS3,Standard,19.0,Male,Does not qualify,59.0
ZG15E,UKPGS,Suburban,Public,9AW,Standard,25.0,Male,Does not qualify,85.0
3234W,FBUMG,Rural,Non-public,197,Experimental,14.0,Male,Does not qualify,63.0
4Q5SZ,VVTVA,Urban,Public,A93,Experimental,30.0,Male,Qualifies for reduced/free lunch,32.0
25NAF,UUUQX,Suburban,Non-public,AE1,Experimental,17.0,Male,Qualifies for reduced/free lunch,64.0
HHYKH,IDGFP,Urban,Non-public,98D,Experimental,21.0,Female,Does not qualify,79.0
QEVVU,ZMNYA,Suburban,Public,V77,Experimental,23.0,Male,Does not qualify,74.0
WCVWV,CUQAM,Urban,Public,1Q1,Standard,28.0,Female,Does not qualify,58.0
VD06X,DNQDD,Suburban,Public,ST7,Standard,20.0,Male,Qualifies for reduced/free lunch,57.0
RGOYE,IDGFP,Urban,Non-public,XZM,Standard,17.0,Male,Does not qualify,63.0
Q0U0I,KZKKE,Rural,Public,2BR,Standard,20.0,Male,Qualifies for reduced/free lunch,46.0
INLHM,UKPGS,Suburban,Public,9AW,Standard,25.0,Female,Does not qualify,86.0
ECID0,IDGFP,Urban,Non-public,05H,Standard,22.0,Male,Does not qualify,73.0
EXWSY,KZKKE,Rural,Public,QTU,Standard,23.0,Female,Qualifies for reduced/free lunch,33.0
AIU1M,GJJHK,Suburban,Public,HCB,Standard,22.0,Female,Qualifies for reduced/free lunch,45.0
J82SA,CUQAM,Urban,Public,1Q1,Standard,28.0,Female,Does not qualify,58.0
ULC89,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Male,Does not qualify,61.0
WCR6H,CUQAM,Urban,Public,BFY,Standard,27.0,Male,Does not qualify,51.0
VYPIZ,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Male,Does not qualify,64.0
UF2ZX,IDGFP,Urban,Non-public,98D,Experimental,21.0,Male,Does not qualify,76.0
P259Z,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,50.0
MY8XT,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Female,Qualifies for reduced/free lunch,63.0
B3Q7F,IDGFP,Urban,Non-public,G2L,Standard,17.0,Female,Does not qualify,70.0
8BONX,GOOBU,Urban,Public,HKF,Standard,28.0,Male,Qualifies for reduced/free lunch,31.0
CYTS4,KZKKE,Rural,Public,5JK,Standard,24.0,Female,Qualifies for reduced/free lunch,36.0
6M88W,GOOBU,Urban,Public,W8A,Experimental,26.0,Male,Qualifies for reduced/free lunch,37.0
G5H8L,VVTVA,Urban,Public,TB5,Standard,25.0,Female,Qualifies for reduced/free lunch,39.0
4DXL9,UUUQX,Suburban,Non-public,H7S,Experimental,16.0,Female,Does not qualify,72.0
S6ZUI,VKWQH,Rural,Public,341,Standard,18.0,Male,Does not qualify,43.0
Y6B5R,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Female,Does not qualify,69.0
H7BTQ,VHDHF,Rural,Non-public,J6X,Standard,16.0,Male,Qualifies for reduced/free lunch,50.0
ICRP4,QOQTS,Urban,Public,X2O,Experimental,25.0,Male,Does not qualify,63.0
9TOAI,QOQTS,Urban,Public,RK7,Standard,22.0,Female,Does not qualify,50.0
MRJP3,IDGFP,Urban,Non-public,05H,Standard,22.0,Male,Does not qualify,75.0
VE9M5,ZOWMK,Urban,Public,QA2,Standard,30.0,Female,Qualifies for reduced/free lunch,45.0
K0GYZ,VHDHF,Rural,Non-public,KR1,Experimental,15.0,Male,Qualifies for reduced/free lunch,50.0
P3N7B,GJJHK,Suburban,Public,HCB,Standard,22.0,Female,Qualifies for reduced/free lunch,44.0
ZO5AZ,VVTVA,Urban,Public,TB5,Standard,25.0,Male,Qualifies for reduced/free lunch,36.0
6OUSM,GOOBU,Urban,Public,U6J,Standard,25.0,Female,Qualifies for reduced/free lunch,36.0
EYQXU,LAYPA,Rural,Public,J8J,Standard,19.0,Male,Does not qualify,62.0
MEM4Z,DNQDD,Suburban,Public,ST7,Standard,20.0,Male,Does not qualify,62.0
60JJW,GOOBU,Urban,Public,W8A,Experimental,26.0,Male,Qualifies for reduced/free lunch,37.0
AHIZI,GOOBU,Urban,Public,W8A,Experimental,26.0,Male,Does not qualify,45.0
XDCZU,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,40.0
R0DLG,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Female,Qualifies for reduced/free lunch,37.0
SPPI3,GJJHK,Suburban,Public,ZDT,Standard,27.0,Female,Qualifies for reduced/free lunch,55.0
0B12B,KZKKE,Rural,Public,QTU,Standard,23.0,Male,Qualifies for reduced/free lunch,28.0
PFTGJ,KFZMY,Urban,Non-public,21Q,Standard,25.0,Male,Qualifies for reduced/free lunch,38.0
QA54S,KZKKE,Rural,Public,5JK,Standard,24.0,Female,Qualifies for reduced/free lunch,33.0
17QLQ,KZKKE,Rural,Public,QTU,Standard,23.0,Female,Qualifies for reduced/free lunch,39.0
QKSBS,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Male,Qualifies for reduced/free lunch,57.0
5RT1S,CIMBB,Urban,Non-public,EID,Standard,21.0,Male,Does not qualify,64.0
W2UP9,UUUQX,Suburban,Non-public,6C1,Standard,16.0,Male,Does not qualify,61.0
M9WKI,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Female,Does not qualify,66.0
GDU43,UAGPU,Suburban,Public,1SZ,Standard,22.0,Female,Does not qualify,55.0
JVQOT,QOQTS,Urban,Public,RK7,Standard,22.0,Male,Does not qualify,46.0
25M8Y,FBUMG,Rural,Non-public,197,Experimental,14.0,Male,Qualifies for reduced/free lunch,53.0
4B72M,CCAAW,Suburban,Non-public,EPS,Experimental,20.0,Male,Does not qualify,73.0
H033K,CIMBB,Urban,Non-public,EID,Standard,21.0,Male,Does not qualify,69.0
MOWQW,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Female,Qualifies for reduced/free lunch,49.0
7Z1S4,CIMBB,Urban,Non-public,PC6,Standard,17.0,Female,Does not qualify,63.0
BNGRW,OJOBU,Rural,Public,6U9,Standard,22.0,Female,Does not qualify,48.0
UXH3Z,GJJHK,Suburban,Public,HCB,Standard,22.0,Male,Qualifies for reduced/free lunch,46.0
N4AJE,OJOBU,Rural,Public,5SZ,Experimental,17.0,Male,Does not qualify,58.0
905ZT,CCAAW,Suburban,Non-public,PGK,Standard,21.0,Female,Qualifies for reduced/free lunch,73.0
AXQ2I,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Female,Qualifies for reduced/free lunch,37.0
GFIP5,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Female,Qualifies for reduced/free lunch,61.0
UM6YP,CUQAM,Urban,Public,X6Z,Experimental,24.0,Female,Does not qualify,56.0
30ZL7,ZOWMK,Urban,Public,ZBH,Standard,30.0,Female,Qualifies for reduced/free lunch,38.0
MYZZ8,VHDHF,Rural,Non-public,KR1,Experimental,15.0,Male,Does not qualify,55.0
CL6FV,GJJHK,Suburban,Public,ZDT,Standard,27.0,Male,Qualifies for reduced/free lunch,55.0
XK8M9,FBUMG,Rural,Non-public,JGD,Experimental,14.0,Female,Does not qualify,64.0
RDYAU,OJOBU,Rural,Public,6U9,Standard,22.0,Male,Does not qualify,49.0
5A1B5,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Female,Does not qualify,73.0
1LGMI,UKPGS,Suburban,Public,08N,Standard,21.0,Female,Does not qualify,84.0
G3GYE,DNQDD,Suburban,Public,XXJ,Standard,27.0,Female,Qualifies for reduced/free lunch,60.0
R8JLM,GOKXL,Rural,Public,VA6,Standard,19.0,Female,Qualifies for reduced/free lunch,39.0
KFYSH,UKPGS,Suburban,Public,9AW,Standard,25.0,Female,Does not qualify,80.0
BW158,CUQAM,Urban,Public,OMI,Standard,28.0,Female,Does not qualify,57.0
JFR4G,LAYPA,Rural,Public,RA5,Experimental,17.0,Male,Does not qualify,63.0
KGZK8,OJOBU,Rural,Public,5SZ,Experimental,17.0,Male,Does not qualify,67.0
G3900,QOQTS,Urban,Public,SUR,Standard,28.0,Male,Does not qualify,60.0
U2EMB,GJJHK,Suburban,Public,ZDT,Standard,27.0,Female,Qualifies for reduced/free lunch,52.0
MESYT,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Male,Does not qualify,65.0
8AP2H,GOOBU,Urban,Public,CXC,Standard,24.0,Female,Qualifies for reduced/free lunch,27.0
4ER6K,UUUQX,Suburban,Non-public,AE1,Experimental,17.0,Male,Does not qualify,65.0
BOSK4,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Female,Does not qualify,45.0
K7YOS,CIMBB,Urban,Non-public,PC6,Standard,17.0,Female,Does not qualify,69.0
KGFXN,CCAAW,Suburban,Non-public,EPS,Experimental,20.0,Female,Does not qualify,66.0
U38NB,UKPGS,Suburban,Public,IPU,Experimental,19.0,Male,Does not qualify,76.0
GK7UQ,OJOBU,Rural,Public,XJ8,Standard,23.0,Male,Does not qualify,59.0
OSXFO,QOQTS,Urban,Public,0N7,Experimental,28.0,Female,Does not qualify,39.0
DGFMM,KZKKE,Rural,Public,O6A,Standard,22.0,Female,Qualifies for reduced/free lunch,43.0
2AT2K,CUQAM,Urban,Public,OMI,Standard,28.0,Male,Does not qualify,57.0
M3C4F,QOQTS,Urban,Public,SUR,Standard,28.0,Female,Does not qualify,54.0
V3J4V,GOOBU,Urban,Public,18K,Standard,31.0,Female,Qualifies for reduced/free lunch,52.0
3EO9U,GOOBU,Urban,Public,CXC,Standard,24.0,Female,Qualifies for reduced/free lunch,31.0
NFI2E,UKPGS,Suburban,Public,XXE,Standard,22.0,Female,Does not qualify,77.0
4RLML,ZMNYA,Suburban,Public,V77,Experimental,23.0,Male,Does not qualify,75.0
895T7,VKWQH,Rural,Public,IEM,Experimental,22.0,Male,Does not qualify,45.0
VSCUG,VKWQH,Rural,Public,D33,Standard,21.0,Female,Does not qualify,63.0
JPSF7,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Male,Qualifies for reduced/free lunch,63.0
IKVTW,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Female,Qualifies for reduced/free lunch,56.0
M0EE2,VHDHF,Rural,Non-public,KR1,Experimental,15.0,Male,Qualifies for reduced/free lunch,54.0
DB15U,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Female,Qualifies for reduced/free lunch,65.0
C9ZJQ,GOKXL,Rural,Public,ENO,Experimental,22.0,Female,Qualifies for reduced/free lunch,53.0
WUBEL,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,59.0
IQ0AV,LAYPA,Rural,Public,J8J,Standard,19.0,Male,Does not qualify,63.0
HSJ6V,QOQTS,Urban,Public,X2O,Experimental,25.0,Female,Does not qualify,58.0
F6MAL,UAGPU,Suburban,Public,NWZ,Standard,21.0,Male,Does not qualify,56.0
S1U43,CUQAM,Urban,Public,X6Z,Experimental,24.0,Male,Does not qualify,55.0
G0LQX,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Male,Qualifies for reduced/free lunch,30.0
DSKAZ,VHDHF,Rural,Non-public,J6X,Standard,16.0,Male,Qualifies for reduced/free lunch,53.0
MCBCN,UKPGS,Suburban,Public,IPU,Experimental,19.0,Female,Does not qualify,73.0
6KU2U,VVTVA,Urban,Public,A93,Experimental,30.0,Female,Qualifies for reduced/free lunch,30.0
GGHJ9,UAGPU,Suburban,Public,S98,Standard,21.0,Female,Does not qualify,67.0
DBJRW,DNQDD,Suburban,Public,2AP,Standard,27.0,Male,Qualifies for reduced/free lunch,46.0
X5W90,LAYPA,Rural,Public,J8J,Standard,19.0,Female,Does not qualify,60.0
1MZ88,IDGFP,Urban,Non-public,G2L,Standard,17.0,Female,Does not qualify,75.0
VIYQW,CUQAM,Urban,Public,1Q1,Standard,28.0,Female,Does not qualify,56.0
4TYTZ,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,37.0
RAJVR,KZKKE,Rural,Public,2BR,Standard,20.0,Male,Qualifies for reduced/free lunch,48.0
CW0EO,KFZMY,Urban,Non-public,21Q,Standard,25.0,Female,Does not qualify,47.0
U2O2E,CIMBB,Urban,Non-public,A33,Standard,19.0,Female,Does not qualify,61.0
31EAI,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Qualifies for reduced/free lunch,57.0
BZH4Z,UAGPU,Suburban,Public,S98,Standard,21.0,Female,Does not qualify,70.0
FHSAV,ZMNYA,Suburban,Public,4NN,Standard,22.0,Male,Does not qualify,62.0
831D6,DNQDD,Suburban,Public,ROP,Experimental,28.0,Male,Qualifies for reduced/free lunch,55.0
V9D0M,UAGPU,Suburban,Public,NWZ,Standard,21.0,Female,Does not qualify,58.0
7SD9P,GJJHK,Suburban,Public,YUC,Standard,21.0,Male,Qualifies for reduced/free lunch,46.0
R1PZ7,GJJHK,Suburban,Public,X78,Standard,21.0,Female,Qualifies for reduced/free lunch,57.0
7LULA,QOQTS,Urban,Public,0N7,Experimental,28.0,Male,Qualifies for reduced/free lunch,42.0
FRA61,CIMBB,Urban,Non-public,A33,Standard,19.0,Female,Does not qualify,58.0
NDG8X,UKPGS,Suburban,Public,KXB,Experimental,18.0,Female,Does not qualify,76.0
CGV37,GJJHK,Suburban,Public,NOR,Experimental,27.0,Male,Qualifies for reduced/free lunch,66.0
XSWF9,QOQTS,Urban,Public,SUR,Standard,28.0,Female,Does not qualify,53.0
5N7ID,VVTVA,Urban,Public,A93,Experimental,30.0,Male,Qualifies for reduced/free lunch,28.0
6O5SV,CUQAM,Urban,Public,BFY,Standard,27.0,Female,Does not qualify,50.0
HXUZG,IDGFP,Urban,Non-public,P2A,Experimental,17.0,Male,Does not qualify,89.0
GZWE8,KZKKE,Rural,Public,O6A,Standard,22.0,Male,Qualifies for reduced/free lunch,45.0
E40SE,VKWQH,Rural,Public,DFQ,Experimental,19.0,Female,Does not qualify,58.0
B8GPJ,UAGPU,Suburban,Public,62L,Standard,23.0,Female,Does not qualify,58.0
Y5XWB,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Male,Qualifies for reduced/free lunch,39.0
I0A4E,UKPGS,Suburban,Public,XXE,Standard,22.0,Female,Does not qualify,80.0
M4BRQ,QOQTS,Urban,Public,3XJ,Standard,24.0,Male,Does not qualify,51.0
4O9S7,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,30.0
A99SV,IDGFP,Urban,Non-public,98D,Experimental,21.0,Female,Does not qualify,74.0
PGFCX,CUQAM,Urban,Public,X6Z,Experimental,24.0,Male,Does not qualify,52.0
CKFUH,IDGFP,Urban,Non-public,G2L,Standard,17.0,Female,Does not qualify,71.0
LASVX,OJOBU,Rural,Public,FS3,Standard,19.0,Male,Qualifies for reduced/free lunch,57.0
U19G8,UUUQX,Suburban,Non-public,AE1,Experimental,17.0,Male,Does not qualify,69.0
X01MT,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,42.0
4TYX0,CUQAM,Urban,Public,1Q1,Standard,28.0,Female,Does not qualify,60.0
91U4U,CUQAM,Urban,Public,OMI,Standard,28.0,Male,Qualifies for reduced/free lunch,52.0
S81CK,ZOWMK,Urban,Public,QA2,Standard,30.0,Male,Qualifies for reduced/free lunch,41.0
23BMT,UAGPU,Suburban,Public,NWZ,Standard,21.0,Female,Does not qualify,62.0
MMOCM,CUQAM,Urban,Public,1Q1,Standard,28.0,Female,Does not qualify,60.0
LJSMA,OJOBU,Rural,Public,XJ8,Standard,23.0,Male,Does not qualify,61.0
PLN0Y,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,45.0
DBWGP,UAGPU,Suburban,Public,S98,Standard,21.0,Male,Does not qualify,64.0
YVDVY,GOOBU,Urban,Public,18K,Standard,31.0,Female,Does not qualify,55.0
VG2OX,DNQDD,Suburban,Public,ROP,Experimental,28.0,Male,Does not qualify,64.0
P4T8T,VVTVA,Urban,Public,7BL,Standard,29.0,Female,Qualifies for reduced/free lunch,43.0
SEBPC,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Female,Does not qualify,69.0
FIGCP,QOQTS,Urban,Public,3XJ,Standard,24.0,Female,Does not qualify,51.0
D6HT8,ANKYI,Urban,Non-public,6OL,Standard,20.0,Female,Does not qualify,61.0
UW2F0,KZKKE,Rural,Public,QTU,Standard,23.0,Male,Qualifies for reduced/free lunch,29.0
N3CCG,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Female,Qualifies for reduced/free lunch,35.0
YPTLT,UKPGS,Suburban,Public,08N,Standard,21.0,Male,Does not qualify,89.0
CESCR,GOKXL,Rural,Public,TSA,Experimental,23.0,Female,Qualifies for reduced/free lunch,51.0
XBNC5,VVTVA,Urban,Public,TB5,Standard,25.0,Female,Qualifies for reduced/free lunch,41.0
YGFAP,UKPGS,Suburban,Public,08N,Standard,21.0,Female,Does not qualify,83.0
JZRVJ,DNQDD,Suburban,Public,ROP,Experimental,28.0,Male,Does not qualify,58.0
WQCRG,UKPGS,Suburban,Public,PGH,Experimental,23.0,Male,Does not qualify,71.0
J4IDO,ZOWMK,Urban,Public,ZBH,Standard,30.0,Male,Does not qualify,39.0
UJQR2,GOOBU,Urban,Public,HKF,Standard,28.0,Female,Qualifies for reduced/free lunch,32.0
4FOOR,QOQTS,Urban,Public,0N7,Experimental,28.0,Male,Does not qualify,45.0
NOHNV,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Male,Qualifies for reduced/free lunch,49.0
8VV7M,ZOWMK,Urban,Public,ZBH,Standard,30.0,Female,Qualifies for reduced/free lunch,42.0
GC32I,QOQTS,Urban,Public,RK7,Standard,22.0,Male,Does not qualify,49.0
SSNCF,VVTVA,Urban,Public,TB5,Standard,25.0,Female,Qualifies for reduced/free lunch,41.0
JBZCX,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,29.0
WPUEY,QOQTS,Urban,Public,SUR,Standard,28.0,Female,Does not qualify,47.0
GZ4RT,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,35.0
PMVCX,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,31.0
3JIVH,ANKYI,Urban,Non-public,6OL,Standard,20.0,Female,Does not qualify,66.0
ZX8TB,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Male,Does not qualify,70.0
D4HCS,CUQAM,Urban,Public,1Q1,Standard,28.0,Male,Does not qualify,59.0
OEWJ2,GOOBU,Urban,Public,U6J,Standard,25.0,Male,Qualifies for reduced/free lunch,41.0
4LM4Y,CIMBB,Urban,Non-public,HUJ,Experimental,17.0,Male,Does not qualify,73.0
Q6QZP,ZOWMK,Urban,Public,ZBH,Standard,30.0,Male,Qualifies for reduced/free lunch,41.0
CHF6W,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Male,Qualifies for reduced/free lunch,38.0
XJPON,CIMBB,Urban,Non-public,PC6,Standard,17.0,Male,Does not qualify,64.0
40ENN,VVTVA,Urban,Public,7BL,Standard,29.0,Male,Qualifies for reduced/free lunch,40.0
DZMKU,ANKYI,Urban,Non-public,6OL,Standard,20.0,Male,Does not qualify,61.0
AGNIN,ZMNYA,Suburban,Public,V77,Experimental,23.0,Male,Does not qualify,68.0
TAFK3,UUUQX,Suburban,Non-public,H7S,Experimental,16.0,Female,Does not qualify,72.0
55LK7,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,36.0
16CA3,OJOBU,Rural,Public,6U9,Standard,22.0,Female,Does not qualify,50.0
OGW1F,ANKYI,Urban,Non-public,ZNS,Standard,21.0,Female,Does not qualify,60.0
SMJ14,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Male,Does not qualify,72.0
QLVBH,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,56.0
5BK70,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,59.0
925X9,VVTVA,Urban,Public,TB5,Standard,25.0,Male,Qualifies for reduced/free lunch,42.0
5884X,QOQTS,Urban,Public,3XJ,Standard,24.0,Female,Does not qualify,50.0
WO5E2,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Male,Qualifies for reduced/free lunch,60.0
GZYH3,VHDHF,Rural,Non-public,CD8,Experimental,20.0,Female,Does not qualify,59.0
O77YR,UKPGS,Suburban,Public,PGH,Experimental,23.0,Male,Does not qualify,72.0
N87VR,ZOWMK,Urban,Public,CII,Standard,27.0,Female,Qualifies for reduced/free lunch,54.0
LKLZR,LAYPA,Rural,Public,J8J,Standard,19.0,Female,Does not qualify,66.0
7Q9LQ,LAYPA,Rural,Public,RA5,Experimental,17.0,Female,Does not qualify,67.0
UM88I,QOQTS,Urban,Public,X2O,Experimental,25.0,Female,Does not qualify,65.0
PYKYM,OJOBU,Rural,Public,XJ8,Standard,23.0,Female,Does not qualify,58.0
6KYW4,GOOBU,Urban,Public,PBA,Standard,24.0,Female,Does not qualify,40.0
JH2PX,GJJHK,Suburban,Public,NOR,Experimental,27.0,Male,Qualifies for reduced/free lunch,63.0
PBMNM,UUUQX,Suburban,Non-public,H7S,Experimental,16.0,Female,Does not qualify,75.0
FIXJF,CUQAM,Urban,Public,BFY,Standard,27.0,Male,Does not qualify,53.0
L1D2K,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Qualifies for reduced/free lunch,56.0
IYNXL,CCAAW,Suburban,Non-public,UHU,Experimental,16.0,Male,Does not qualify,58.0
ZU75P,UAGPU,Suburban,Public,S98,Standard,21.0,Male,Does not qualify,68.0
LQAVG,UAGPU,Suburban,Public,NWZ,Standard,21.0,Male,Does not qualify,65.0
EL1BK,OJOBU,Rural,Public,5SZ,Experimental,17.0,Male,Does not qualify,61.0
Z3KSE,CIMBB,Urban,Non-public,EID,Standard,21.0,Female,Does not qualify,65.0
0KUVX,UUUQX,Suburban,Non-public,6C1,Standard,16.0,Female,Does not qualify,62.0
S3D1U,UUUQX,Suburban,Non-public,AE1,Experimental,17.0,Male,Does not qualify,68.0
P9VM7,UUUQX,Suburban,Non-public,H7S,Experimental,16.0,Male,Does not qualify,71.0
7H9LF,GOOBU,Urban,Public,W8A,Experimental,26.0,Female,Qualifies for reduced/free lunch,40.0
8QPPC,VHDHF,Rural,Non-public,J6X,Standard,16.0,Female,Qualifies for reduced/free lunch,46.0
TRU03,VKWQH,Rural,Public,DFQ,Experimental,19.0,Female,Does not qualify,64.0
K6QF7,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,42.0
SOE2Z,CUQAM,Urban,Public,BFY,Standard,27.0,Male,Does not qualify,52.0
OA8PY,DNQDD,Suburban,Public,ROP,Experimental,28.0,Male,Qualifies for reduced/free lunch,60.0
RP33I,QOQTS,Urban,Public,3XJ,Standard,24.0,Female,Does not qualify,50.0
6J5II,CUQAM,Urban,Public,OMI,Standard,28.0,Female,Does not qualify,51.0
BT8BY,KZKKE,Rural,Public,3D0,Standard,22.0,Male,Qualifies for reduced/free lunch,28.0
Y4ZOH,UAGPU,Suburban,Public,62L,Standard,23.0,Male,Does not qualify,68.0
YZVDZ,LAYPA,Rural,Public,J8J,Standard,19.0,Female,Does not qualify,60.0
F9L7V,UAGPU,Suburban,Public,1SZ,Standard,22.0,Female,Does not qualify,58.0
4R4Z0,ZMNYA,Suburban,Public,4NN,Standard,22.0,Female,Does not qualify,70.0
OE2B4,FBUMG,Rural,Non-public,JGD,Experimental,14.0,Female,Does not qualify,60.0
99V7R,GOKXL,Rural,Public,ENO,Experimental,22.0,Male,Qualifies for reduced/free lunch,55.0
T570M,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Female,Does not qualify,68.0
P27OQ,VVTVA,Urban,Public,TB5,Standard,25.0,Female,Qualifies for reduced/free lunch,36.0
